sub,similarity,congruent,rsi
280313,1.9090909090909092,0,9
280314,2.1538461538461537,0,9
280315,2.0714285714285716,0,9
280316,2.6,0,9
280317,1.9090909090909092,0,9
280318,2.3684210526315788,0,9
280320,2.1666666666666665,0,9
280321,2.1,0,9
280322,1.9444444444444444,0,9
280325,1.75,0,9
280326,1.8,0,9
280327,2.0625,0,9
280328,2.25,0,9
280329,2.2857142857142856,0,9
280330,2.4705882352941178,0,9
280332,1.9285714285714286,0,9
280333,2.1666666666666665,0,9
280334,1.9230769230769231,0,9
280335,2.3684210526315788,0,9
280336,2.0625,0,9
280337,1.9285714285714286,0,9
280339,2.25,0,9
280340,1.75,0,9
280342,2.4,0,9
280343,2.0,0,9
280344,1.8571428571428572,0,9
280345,1.7692307692307692,0,9
280346,2.25,0,9
280347,1.9375,0,9
280349,2.272727272727273,0,9
280350,2.1538461538461537,0,9
280351,2.1,0,9
280352,2.076923076923077,0,9
280353,2.272727272727273,0,9
280354,2.0,0,9
280355,2.0,0,9
280356,2.111111111111111,0,9
280357,2.2,0,9
280360,2.0,0,9
280361,1.9090909090909092,0,9
280362,2.111111111111111,0,9
280363,2.526315789473684,0,9
280364,2.0,0,9
280365,1.7692307692307692,0,9
280367,2.0,0,9
280368,1.9285714285714286,0,9
280369,2.125,0,9
280370,2.375,0,9
280371,2.0,0,9
280372,1.75,0,9
280373,2.3333333333333335,0,9
280374,1.7857142857142858,0,9
280375,2.1818181818181817,0,9
280376,1.9333333333333333,0,9
280377,2.3636363636363638,0,9
280379,2.142857142857143,0,9
280380,2.4545454545454546,0,9
280383,2.3636363636363638,0,9
280384,2.142857142857143,0,9
280385,2.0833333333333335,0,9
280386,1.7857142857142858,0,9
280387,2.3333333333333335,0,9
280389,2.1818181818181817,0,9
280391,2.1,0,9
280392,2.3846153846153846,0,9
280395,2.3636363636363638,0,9
280396,2.0,0,9
280398,1.9411764705882353,0,9
280403,2.1875,0,9
280404,2.3636363636363638,0,9
280405,1.7777777777777777,0,9
280406,2.3846153846153846,0,9
280408,1.9230769230769231,0,9
280409,2.0714285714285716,0,9
280411,1.7692307692307692,0,9
280412,1.9,0,9
280413,2.272727272727273,0,9
280418,1.8181818181818181,0,9
280419,1.6428571428571428,0,9
280420,2.125,0,9
280422,2.25,0,9
280428,1.8333333333333333,0,9
280429,1.8,0,9
280430,2.066666666666667,0,9
280433,2.5,0,9
280435,2.0,0,9
280436,1.8461538461538463,0,9
280437,1.9,0,9
280438,2.142857142857143,0,9
280440,2.5,0,9
280444,2.3333333333333335,0,9
280281,2.1578947368421053,1,10
280282,2.142857142857143,1,10
280283,2.2222222222222223,1,10
280285,2.2,1,10
280286,2.5,1,10
280288,2.4,1,10
280289,2.0526315789473686,1,10
280292,1.9444444444444444,1,10
280297,1.9230769230769231,1,10
280298,1.9285714285714286,1,10
280299,1.4736842105263157,1,10
280300,2.1,1,10
280301,2.3529411764705883,1,10
280302,1.9411764705882353,1,10
280303,2.2,1,10
280304,1.736842105263158,1,10
280305,2.090909090909091,1,10
280306,2.066666666666667,1,10
280307,2.357142857142857,1,10
280308,2.0,1,10
280309,2.25,1,10
280310,1.9090909090909092,1,10
280311,1.9375,1,10
280312,1.7058823529411764,1,10
280313,1.8,1,10
280314,1.6666666666666667,1,10
280315,1.6666666666666667,1,10
280316,1.9411764705882353,1,10
280317,1.9444444444444444,1,10
280318,2.3333333333333335,1,10
280320,2.1176470588235294,1,10
280321,1.9166666666666667,1,10
280322,2.0,1,10
280325,2.1818181818181817,1,10
280326,2.0952380952380953,1,10
280327,1.9,1,10
280328,2.15,1,10
280329,1.9473684210526316,1,10
280330,1.631578947368421,1,10
280332,2.0,1,10
280333,2.3,1,10
280334,2.235294117647059,1,10
280335,2.3076923076923075,1,10
280336,2.0588235294117645,1,10
280337,2.05,1,10
280339,2.0,1,10
280340,1.6923076923076923,1,10
280342,2.1818181818181817,1,10
280343,2.1875,1,10
280344,1.7692307692307692,1,10
280345,2.0625,1,10
280346,2.1578947368421053,1,10
280347,2.473684210526316,1,10
280349,2.2142857142857144,1,10
280350,2.0,1,10
280351,2.3333333333333335,1,10
280352,1.9444444444444444,1,10
280353,2.0,1,10
280354,2.1333333333333333,1,10
280355,1.9,1,10
280356,2.1,1,10
280357,2.125,1,10
280360,2.25,1,10
280361,2.1052631578947367,1,10
280362,2.1052631578947367,1,10
280363,2.4210526315789473,1,10
280364,1.8333333333333333,1,10
280365,2.1666666666666665,1,10
280367,2.4166666666666665,1,10
280368,2.3529411764705883,1,10
280369,2.090909090909091,1,10
280370,2.0714285714285716,1,10
280371,2.2,1,10
280372,2.0714285714285716,1,10
280373,1.9166666666666667,1,10
280374,2.1363636363636362,1,10
280375,2.2222222222222223,1,10
280376,2.0,1,10
280377,1.7692307692307692,1,10
280379,1.5294117647058822,1,10
280380,1.9285714285714286,1,10
280383,2.15,1,10
280384,1.9285714285714286,1,10
280385,2.0,1,10
280386,2.2777777777777777,1,10
280387,2.0,1,10
280389,2.2857142857142856,1,10
280391,2.0833333333333335,1,10
280392,2.3846153846153846,1,10
280395,2.2666666666666666,1,10
280396,1.6111111111111112,1,10
280398,1.9230769230769231,1,10
280403,2.0,1,10
280404,2.0833333333333335,1,10
280405,1.8888888888888888,1,10
280406,2.2777777777777777,1,10
280408,2.0,1,10
280409,2.0952380952380953,1,10
280411,2.0588235294117645,1,10
280412,1.9285714285714286,1,10
280413,2.227272727272727,1,10
280418,1.7692307692307692,1,10
280419,2.176470588235294,1,10
280420,1.9047619047619047,1,10
280422,2.1666666666666665,1,10
280428,2.0,1,10
280429,1.8333333333333333,1,10
280430,2.1875,1,10
280433,2.235294117647059,1,10
280435,1.7333333333333334,1,10
280436,2.1052631578947367,1,10
280437,2.0,1,10
280438,2.3333333333333335,1,10
280440,2.235294117647059,1,10
280444,2.0526315789473686,1,10
280281,1.9090909090909092,0,10
280282,2.1538461538461537,0,10
280283,2.0,0,10
280285,1.8888888888888888,0,10
280286,2.0555555555555554,0,10
280288,2.0,0,10
280289,2.3333333333333335,0,10
280292,2.4545454545454546,0,10
280297,2.2941176470588234,0,10
280298,1.875,0,10
280299,1.7777777777777777,0,10
280300,2.7142857142857144,0,10
280301,2.0,0,10
280302,2.1818181818181817,0,10
280303,2.5454545454545454,0,10
280304,1.8333333333333333,0,10
280305,2.2857142857142856,0,10
280306,2.5555555555555554,0,10
280307,2.230769230769231,0,10
280308,1.5833333333333333,0,10
280309,2.125,0,10
280310,1.9411764705882353,0,10
280311,2.3125,0,10
280312,2.5,0,10
280313,2.0833333333333335,0,10
280314,1.9230769230769231,0,10
280315,2.142857142857143,0,10
280316,2.5,0,10
280317,2.2,0,10
280318,2.0555555555555554,0,10
280320,2.0,0,10
280321,1.7333333333333334,0,10
280322,1.8666666666666667,0,10
280325,2.411764705882353,0,10
280326,2.4444444444444446,0,10
280327,2.1666666666666665,0,10
280328,2.5,0,10
280329,2.25,0,10
280330,1.6875,0,10
280332,2.3333333333333335,0,10
280333,2.076923076923077,0,10
280334,2.2,0,10
280335,2.235294117647059,0,10
280336,2.210526315789474,0,10
280337,2.1666666666666665,0,10
280339,2.2,0,10
280340,2.0,0,10
280342,2.1666666666666665,0,10
280343,2.2222222222222223,0,10
280344,2.1904761904761907,0,10
280345,2.375,0,10
280346,2.2,0,10
280347,2.272727272727273,0,10
280349,1.9375,0,10
280350,2.3076923076923075,0,10
280351,2.4615384615384617,0,10
280352,1.7333333333333334,0,10
280353,2.076923076923077,0,10
280354,1.7142857142857142,0,10
280355,1.9375,0,10
280356,2.25,0,10
280357,1.8461538461538463,0,10
280360,2.6666666666666665,0,10
280361,2.2222222222222223,0,10
280362,2.5,0,10
280363,2.142857142857143,0,10
280364,1.9285714285714286,0,10
280365,2.1,0,10
280367,2.0,0,10
280368,1.8333333333333333,0,10
280369,2.0,0,10
280370,2.0,0,10
280371,2.5,0,10
280372,2.3076923076923075,0,10
280373,2.066666666666667,0,10
280374,1.8,0,10
280375,1.8333333333333333,0,10
280376,2.0,0,10
280377,2.2941176470588234,0,10
280379,1.8888888888888888,0,10
280380,2.0526315789473686,0,10
280383,2.4,0,10
280384,1.8125,0,10
280385,2.2,0,10
280386,2.0,0,10
280387,2.0,0,10
280389,1.625,0,10
280391,2.3529411764705883,0,10
280392,2.1904761904761907,0,10
280395,2.230769230769231,0,10
280396,2.2,0,10
280398,1.8888888888888888,0,10
280403,2.0,0,10
280404,2.5,0,10
280405,2.3333333333333335,0,10
280406,2.25,0,10
280408,2.1538461538461537,0,10
280409,2.5,0,10
280411,2.0833333333333335,0,10
280412,2.4615384615384617,0,10
280413,1.8571428571428572,0,10
280418,2.230769230769231,0,10
280419,1.9230769230769231,0,10
280420,2.3,0,10
280422,2.4444444444444446,0,10
280428,2.1666666666666665,0,10
280429,2.3333333333333335,0,10
280430,2.25,0,10
280433,2.4444444444444446,0,10
280435,1.7857142857142858,0,10
280436,1.7777777777777777,0,10
280437,1.8333333333333333,0,10
280438,2.5,0,10
280440,2.1333333333333333,0,10
280444,1.75,0,10
